strategy,country,index,track,CAGR,MaxDD,Calmar,Sharpe,n_trades,qualified
14-Day RSI Oscillator,United Kingdom,FTSE 100,Net-Discount,0.057923,-0.440636,0.131453,0.433007,51,True
14-Day RSI Oscillator,United Kingdom,FTSE 100,Net-Full-Service,0.013389,-0.686329,0.019508,0.184434,51,True
14-Day RSI Oscillator,United Kingdom,FTSE 100,Net-Tax,0.084278,-0.337187,0.249945,0.721088,51,True
14-Day RSI Oscillator,United Kingdom,FTSE 250,Buy-and-Hold,0.036043,-0.420804,0.085652,0.298942,1,True
14-Day RSI Oscillator,United Kingdom,FTSE 250,Gross,0.027472,-0.393814,0.069759,0.280731,44,True
14-Day RSI Oscillator,United Kingdom,FTSE 250,Net-Discount,-0.006344,-0.533299,-0.011897,0.045037,44,True
14-Day RSI Oscillator,United Kingdom,FTSE 250,Net-Full-Service,-0.076846,-0.867604,-0.088572,-0.057158,44,True
14-Day RSI Oscillator,United Kingdom,FTSE 250,Net-Tax,0.026668,-0.393814,0.067717,0.274187,44,True
14-Day RSI Oscillator,United States,Dow Jones Industrial Average,Buy-and-Hold,0.090645,-0.370878,0.244406,0.599296,1,True
14-Day RSI Oscillator,United States,Dow Jones Industrial Average,Gross,0.067058,-0.316202,0.212074,0.558506,42,True
14-Day RSI Oscillator,United States,Dow Jones Industrial Average,Net-Discount,0.051208,-0.370142,0.138348,0.403132,42,True
14-Day RSI Oscillator,United States,Dow Jones Industrial Average,Net-Full-Service,0.044022,-0.408196,0.107845,0.342445,42,True
14-Day RSI Oscillator,United States,Dow Jones Industrial Average,Net-Tax,0.051419,-0.368778,0.13943,0.40521,42,True
14-Day RSI Oscillator,United States,Nasdaq Composite,Buy-and-Hold,0.144335,-0.363959,0.396568,0.752144,1,True
14-Day RSI Oscillator,United States,Nasdaq Composite,Gross,0.068147,-0.251108,0.271385,0.501143,36,True
14-Day RSI Oscillator,United States,Nasdaq Composite,Net-Discount,0.049179,-0.313378,0.156934,0.348691,36,True
14-Day RSI Oscillator,United States,Nasdaq Composite,Net-Full-Service,0.042896,-0.341565,0.125585,0.308594,36,True
14-Day RSI Oscillator,United States,Nasdaq Composite,Net-Tax,0.049378,-0.31251,0.158005,0.350112,36,True
14-Day RSI Oscillator,United States,S&P 500,Buy-and-Hold,0.109658,-0.339263,0.323223,0.681481,1,True
14-Day RSI Oscillator,United States,S&P 500,Gross,0.079144,-0.288374,0.27445,0.627321,38,True
14-Day RSI Oscillator,United States,S&P 500,Net-Discount,0.060578,-0.353266,0.17148,0.439468,38,True
14-Day RSI Oscillator,United States,S&P 500,Net-Full-Service,0.054909,-0.376453,0.14586,0.391813,38,True
14-Day RSI Oscillator,United States,S&P 500,Net-Tax,0.060774,-0.352336,0.172489,0.441324,38,True
50/200 SMA Crossover,Australia,ASX 200,Buy-and-Hold,0.036563,-0.365332,0.100083,0.315013,1,True
50/200 SMA Crossover,Australia,ASX 200,Gross,0.003671,-0.35942,0.010215,0.088104,11,True
50/200 SMA Crossover,Australia,ASX 200,Net-Discount,-0.001971,-0.374367,-0.005264,0.038922,11,True
50/200 SMA Crossover,Australia,ASX 200,Net-Full-Service,-0.008314,-0.393268,-0.021142,-0.011887,11,True
50/200 SMA Crossover,Australia,ASX 200,Net-Tax,-0.001852,-0.373856,-0.004955,0.039902,11,True
50/200 SMA Crossover,Australia,All Ordinaries,Buy-and-Hold,0.03732,-0.370947,0.100606,0.322703,1,True
50/200 SMA Crossover,Australia,All Ordinaries,Gross,0.009708,-0.351005,0.027659,0.144752,10,True
50/200 SMA Crossover,Australia,All Ordinaries,Net-Discount,0.00366,-0.364955,0.010029,0.088762,10,True
50/200 SMA Crossover,Australia,All Ordinaries,Net-Full-Service,-0.001826,-0.383386,-0.004763,0.04249,10,True
50/200 SMA Crossover,Australia,All Ordinaries,Net-Tax,0.003765,-0.36446,0.010331,0.089686,10,True
50/200 SMA Crossover,Brazil,Ibovespa,Buy-and-Hold,0.051922,-0.476713,0.108916,0.337729,1,True
50/200 SMA Crossover,Brazil,Ibovespa,Gross,-0.038312,-0.564625,-0.067854,-0.136101,14,True
50/200 SMA Crossover,Brazil,Ibovespa,Net-Discount,-0.039057,-0.570441,-0.068468,-0.138613,14,True
50/200 SMA Crossover,Brazil,Ibovespa,Net-Full-Service,-0.050403,-0.65177,-0.077333,-0.174251,14,True
50/200 SMA Crossover,Brazil,Ibovespa,Net-Tax,-0.038312,-0.564625,-0.067854,-0.136101,14,True
50/200 SMA Crossover,Canada,S&P/TSX Composite,Buy-and-Hold,0.052466,-0.374265,0.140183,0.422731,1,True
50/200 SMA Crossover,Canada,S&P/TSX Composite,Gross,0.016911,-0.429657,0.039359,0.212313,12,True
50/200 SMA Crossover,Canada,S&P/TSX Composite,Net-Discount,0.008637,-0.45424,0.019014,0.133806,12,True
50/200 SMA Crossover,Canada,S&P/TSX Composite,Net-Full-Service,0.003056,-0.496122,0.006159,0.087617,12,True
50/200 SMA Crossover,Canada,S&P/TSX Composite,Net-Tax,0.008707,-0.453713,0.019191,0.134437,12,True
50/200 SMA Crossover,China,Shanghai Composite,Buy-and-Hold,0.022187,-0.523355,0.042394,0.214718,1,True
50/200 SMA Crossover,China,Shanghai Composite,Gross,-2.5e-05,-0.568442,-4.5e-05,0.070804,11,True
50/200 SMA Crossover,China,Shanghai Composite,Net-Discount,-0.001683,-0.580382,-0.0029,0.05945,11,True
50/200 SMA Crossover,China,Shanghai Composite,Net-Full-Service,-0.001876,-0.581591,-0.003226,0.058089,11,True
50/200 SMA Crossover,China,Shanghai Composite,Net-Tax,-2.5e-05,-0.568442,-4.5e-05,0.070804,11,True
50/200 SMA Crossover,China,Shenzhen Component,Buy-and-Hold,0.004478,-0.60881,0.007355,0.142408,1,True
50/200 SMA Crossover,China,Shenzhen Component,Gross,0.017183,-0.561694,0.030591,0.190281,11,True
50/200 SMA Crossover,China,Shenzhen Component,Net-Discount,0.015802,-0.567305,0.027854,0.181701,11,True
50/200 SMA Crossover,China,Shenzhen Component,Net-Full-Service,0.015622,-0.56753,0.027526,0.180604,11,True
50/200 SMA Crossover,China,Shenzhen Component,Net-Tax,0.017183,-0.561694,0.030591,0.190281,11,True
50/200 SMA Crossover,France,CAC 40,Buy-and-Hold,0.038251,-0.385589,0.099202,0.287655,1,True
50/200 SMA Crossover,France,CAC 40,Gross,-0.001277,-0.410766,-0.003108,0.058106,11,True
50/200 SMA Crossover,France,CAC 40,Net-Discount,-0.021778,-0.52715,-0.041312,-0.061289,11,True
50/200 SMA Crossover,France,CAC 40,Net-Full-Service,-0.032395,-0.593169,-0.054614,-0.109095,11,True
50/200 SMA Crossover,France,CAC 40,Net-Tax,-0.016946,-0.493175,-0.034362,-0.035443,11,True
50/200 SMA Crossover,Germany,DAX 40,Buy-and-Hold,0.072255,-0.387805,0.186318,0.447245,1,True
50/200 SMA Crossover,Germany,DAX 40,Gross,0.054599,-0.410936,0.132864,0.452674,8,True
50/200 SMA Crossover,Germany,DAX 40,Net-Discount,0.039342,-0.465534,0.084509,0.325102,8,True
50/200 SMA Crossover,Germany,DAX 40,Net-Full-Service,0.038992,-0.467938,0.083326,0.322332,8,True
50/200 SMA Crossover,Germany,DAX 40,Net-Tax,0.039365,-0.465337,0.084595,0.325303,8,True
50/200 SMA Crossover,Germany,MDAX,Buy-and-Hold,0.062381,-0.399299,0.156225,0.409792,1,True
50/200 SMA Crossover,Germany,MDAX,Gross,0.03624,-0.414188,0.087496,0.324489,10,True
50/200 SMA Crossover,Germany,MDAX,Net-Discount,0.015619,-0.514265,0.030372,0.17636,10,True
50/200 SMA Crossover,Germany,MDAX,Net-Full-Service,0.015013,-0.516302,0.029078,0.172794,10,True
50/200 SMA Crossover,Germany,MDAX,Net-Tax,0.015659,-0.514043,0.030462,0.176595,10,True
50/200 SMA Crossover,Germany,TecDAX,Buy-and-Hold,0.084311,-0.346007,0.243668,0.497103,1,True
50/200 SMA Crossover,Germany,TecDAX,Gross,0.069828,-0.353553,0.197505,0.507681,8,True
50/200 SMA Crossover,Germany,TecDAX,Net-Discount,0.054847,-0.454639,0.120638,0.383984,8,True
50/200 SMA Crossover,Germany,TecDAX,Net-Full-Service,0.054559,-0.455451,0.119791,0.382101,8,True
50/200 SMA Crossover,Germany,TecDAX,Net-Tax,0.054863,-0.454551,0.120696,0.384102,8,True
50/200 SMA Crossover,India,BSE Sensex,Buy-and-Hold,0.094757,-0.380932,0.248751,0.643743,1,True
50/200 SMA Crossover,India,BSE Sensex,Gross,0.05128,-0.394732,0.129911,0.466659,11,True
50/200 SMA Crossover,India,BSE Sensex,Net-Discount,0.050065,-0.400847,0.124899,0.453731,11,True
50/200 SMA Crossover,India,BSE Sensex,Net-Full-Service,0.045786,-0.423838,0.108027,0.410247,11,True
50/200 SMA Crossover,India,BSE Sensex,Net-Tax,0.05128,-0.394732,0.129911,0.466659,11,True
50/200 SMA Crossover,India,Nifty 50,Buy-and-Hold,0.096294,-0.384636,0.250352,0.652216,1,True
50/200 SMA Crossover,India,Nifty 50,Gross,0.049646,-0.422945,0.11738,0.474372,11,True
50/200 SMA Crossover,India,Nifty 50,Net-Discount,0.048398,-0.431808,0.112083,0.460353,11,True
50/200 SMA Crossover,India,Nifty 50,Net-Full-Service,0.044105,-0.461596,0.095549,0.414248,11,True
50/200 SMA Crossover,India,Nifty 50,Net-Tax,0.049621,-0.423125,0.117272,0.474057,11,True
50/200 SMA Crossover,India,Nifty Bank,Buy-and-Hold,0.10794,-0.478773,0.225452,0.572157,1,True
50/200 SMA Crossover,India,Nifty Bank,Gross,0.060635,-0.469006,0.129285,0.453843,10,True
50/200 SMA Crossover,India,Nifty Bank,Net-Discount,0.059554,-0.475306,0.125296,0.444619,10,True
50/200 SMA Crossover,India,Nifty Bank,Net-Full-Service,0.055678,-0.497745,0.11186,0.412873,10,True
50/200 SMA Crossover,India,Nifty Bank,Net-Tax,0.060635,-0.469006,0.129285,0.453843,10,True
50/200 SMA Crossover,Indonesia,Jakarta Composite Index,Buy-and-Hold,0.057646,-0.412062,0.139896,0.436297,1,True
50/200 SMA Crossover,Indonesia,Jakarta Composite Index,Gross,0.037455,-0.230283,0.162649,0.410222,8,True
50/200 SMA Crossover,Indonesia,Jakarta Composite Index,Net-Discount,0.034754,-0.235812,0.14738,0.380533,8,True
50/200 SMA Crossover,Indonesia,Jakarta Composite Index,Net-Full-Service,0.034162,-0.237,0.144145,0.374111,8,True
50/200 SMA Crossover,Indonesia,Jakarta Composite Index,Net-Tax,0.037455,-0.230283,0.162649,0.410222,8,True
50/200 SMA Crossover,Italy,FTSE MIB,Buy-and-Hold,0.042996,-0.466626,0.092141,0.296917,1,True
50/200 SMA Crossover,Italy,FTSE MIB,Gross,0.041364,-0.415417,0.099573,0.33213,8,True
50/200 SMA Crossover,Italy,FTSE MIB,Net-Discount,0.026106,-0.449642,0.058059,0.234852,8,True
50/200 SMA Crossover,Italy,FTSE MIB,Net-Full-Service,0.024335,-0.458576,0.053066,0.224247,8,True
50/200 SMA Crossover,Italy,FTSE MIB,Net-Tax,0.026781,-0.446527,0.059976,0.238981,8,True
50/200 SMA Crossover,Japan,Nikkei 225,Buy-and-Hold,0.098063,-0.318137,0.308241,0.553056,1,True
50/200 SMA Crossover,Japan,Nikkei 225,Gross,0.074734,-0.361089,0.206969,0.53622,13,True
50/200 SMA Crossover,Japan,Nikkei 225,Net-Discount,0.058836,-0.4372,0.134575,0.411828,13,True
50/200 SMA Crossover,Japan,Nikkei 225,Net-Full-Service,0.031513,-0.582055,0.054141,0.253812,13,True
50/200 SMA Crossover,Japan,Nikkei 225,Net-Tax,0.059519,-0.433532,0.137289,0.417202,13,True
50/200 SMA Crossover,Mexico,IPC Mexico,Buy-and-Hold,0.031736,-0.363345,0.087344,0.278882,1,True
50/200 SMA Crossover,Mexico,IPC Mexico,Gross,-0.005425,-0.489944,-0.011073,0.006452,12,True
50/200 SMA Crossover,Mexico,IPC Mexico,Net-Discount,-0.012421,-0.524294,-0.023691,-0.047633,12,True
50/200 SMA Crossover,Mexico,IPC Mexico,Net-Full-Service,-0.017522,-0.557416,-0.031435,-0.080258,12,True
50/200 SMA Crossover,Mexico,IPC Mexico,Net-Tax,-0.007664,-0.491327,-0.015598,-0.012893,12,True
50/200 SMA Crossover,South Korea,KOSDAQ,Buy-and-Hold,0.039449,-0.538887,0.073204,0.290485,1,True
50/200 SMA Crossover,South Korea,KOSDAQ,Gross,0.010633,-0.44663,0.023806,0.147627,13,True
50/200 SMA Crossover,South Korea,KOSDAQ,Net-Discount,0.006407,-0.470596,0.013615,0.119535,13,True
50/200 SMA Crossover,South Korea,KOSDAQ,Net-Full-Service,-0.00185,-0.511913,-0.003614,0.070477,13,True
50/200 SMA Crossover,South Korea,KOSDAQ,Net-Tax,0.010633,-0.44663,0.023806,0.147627,13,True
50/200 SMA Crossover,South Korea,KOSPI,Buy-and-Hold,0.048562,-0.44008,0.110349,0.367513,1,True
50/200 SMA Crossover,South Korea,KOSPI,Gross,0.016952,-0.455924,0.037182,0.206658,16,True
50/200 SMA Crossover,South Korea,KOSPI,Net-Discount,0.012672,-0.515414,0.024586,0.166227,16,True
50/200 SMA Crossover,South Korea,KOSPI,Net-Full-Service,0.004788,-0.607806,0.007877,0.10637,16,True
50/200 SMA Crossover,South Korea,KOSPI,Net-Tax,0.016952,-0.455924,0.037182,0.206658,16,True
50/200 SMA Crossover,Spain,IBEX 35,Buy-and-Hold,0.03156,-0.485345,0.065027,0.252355,1,True
50/200 SMA Crossover,Spain,IBEX 35,Gross,0.032001,-0.457099,0.070008,0.304875,9,True
50/200 SMA Crossover,Spain,IBEX 35,Net-Discount,0.019316,-0.504061,0.038321,0.204778,9,True
50/200 SMA Crossover,Spain,IBEX 35,Net-Full-Service,0.015818,-0.535791,0.029524,0.179614,9,True
50/200 SMA Crossover,Spain,IBEX 35,Net-Tax,0.019847,-0.503919,0.039386,0.208547,9,True
50/200 SMA Crossover,United Kingdom,FTSE 100,Buy-and-Hold,0.027097,-0.367451,0.073744,0.249547,1,True
50/200 SMA Crossover,United Kingdom,FTSE 100,Gross,0.008918,-0.368327,0.024212,0.137543,11,True
50/200 SMA Crossover,United Kingdom,FTSE 100,Net-Discount,-0.00123,-0.419291,-0.002934,0.045082,11,True
50/200 SMA Crossover,United Kingdom,FTSE 100,Net-Full-Service,-0.009589,-0.468707,-0.020459,-0.018343,11,True
50/200 SMA Crossover,United Kingdom,FTSE 100,Net-Tax,0.005911,-0.374944,0.015766,0.108783,11,True
50/200 SMA Crossover,United Kingdom,FTSE 250,Buy-and-Hold,0.036043,-0.420804,0.085652,0.298942,1,True
50/200 SMA Crossover,United Kingdom,FTSE 250,Gross,0.008425,-0.465042,0.018116,0.131372,11,True
50/200 SMA Crossover,United Kingdom,FTSE 250,Net-Discount,-0.004993,-0.519542,-0.00961,0.02103,11,True
50/200 SMA Crossover,United Kingdom,FTSE 250,Net-Full-Service,-0.015693,-0.566304,-0.027712,-0.052925,11,True
50/200 SMA Crossover,United Kingdom,FTSE 250,Net-Tax,0.00385,-0.479101,0.008036,0.091497,11,True
50/200 SMA Crossover,United States,Dow Jones Industrial Average,Buy-and-Hold,0.090645,-0.370878,0.244406,0.599296,1,True
50/200 SMA Crossover,United States,Dow Jones Industrial Average,Gross,0.044192,-0.377829,0.116963,0.397931,8,True
50/200 SMA Crossover,United States,Dow Jones Industrial Average,Net-Discount,0.035238,-0.420101,0.08388,0.318149,8,True
50/200 SMA Crossover,United States,Dow Jones Industrial Average,Net-Full-Service,0.033599,-0.425483,0.078966,0.304789,8,True
50/200 SMA Crossover,United States,Dow Jones Industrial Average,Net-Tax,0.03528,-0.419883,0.084024,0.318522,8,True
50/200 SMA Crossover,United States,Nasdaq Composite,Buy-and-Hold,0.144335,-0.363959,0.396568,0.752144,1,True
50/200 SMA Crossover,United States,Nasdaq Composite,Gross,0.118225,-0.301157,0.392569,0.755156,8,True
50/200 SMA Crossover,United States,Nasdaq Composite,Net-Discount,0.107036,-0.325458,0.328879,0.652732,8,True
50/200 SMA Crossover,United States,Nasdaq Composite,Net-Full-Service,0.106402,-0.328456,0.323946,0.645232,8,True
50/200 SMA Crossover,United States,Nasdaq Composite,Net-Tax,0.10706,-0.325323,0.329089,0.653039,8,True
50/200 SMA Crossover,United States,S&P 500,Buy-and-Hold,0.109658,-0.339263,0.323223,0.681481,1,True
50/200 SMA Crossover,United States,S&P 500,Gross,0.080775,-0.33925,0.238098,0.635681,7,True
50/200 SMA Crossover,United States,S&P 500,Net-Discount,0.071308,-0.361839,0.197072,0.541506,7,True
50/200 SMA Crossover,United States,S&P 500,Net-Full-Service,0.070427,-0.364917,0.192993,0.532233,7,True
50/200 SMA Crossover,United States,S&P 500,Net-Tax,0.071336,-0.361703,0.197223,0.541831,7,True
52-Week High Drawdown Dip Buyer,Australia,ASX 200,Buy-and-Hold,0.036563,-0.365332,0.100083,0.315013,1,True
52-Week High Drawdown Dip Buyer,Australia,ASX 200,Gross,0.050366,-0.293979,0.171324,0.522983,9,True
52-Week High Drawdown Dip Buyer,Australia,ASX 200,Net-Discount,0.037563,-0.341488,0.109998,0.37642,9,True
52-Week High Drawdown Dip Buyer,Australia,ASX 200,Net-Full-Service,0.033549,-0.357782,0.09377,0.334059,9,True
52-Week High Drawdown Dip Buyer,Australia,ASX 200,Net-Tax,0.037617,-0.341104,0.110281,0.377093,9,True
52-Week High Drawdown Dip Buyer,Australia,All Ordinaries,Buy-and-Hold,0.03732,-0.370947,0.100606,0.322703,1,True
52-Week High Drawdown Dip Buyer,Australia,All Ordinaries,Gross,0.059687,-0.299082,0.199567,0.612312,10,True
52-Week High Drawdown Dip Buyer,Australia,All Ordinaries,Net-Discount,0.045155,-0.346985,0.130135,0.437949,10,True
52-Week High Drawdown Dip Buyer,Australia,All Ordinaries,Net-Full-Service,0.04078,-0.363401,0.112218,0.390009,10,True
52-Week High Drawdown Dip Buyer,Australia,All Ordinaries,Net-Tax,0.045206,-0.346603,0.130427,0.438647,10,True
52-Week High Drawdown Dip Buyer,Brazil,Ibovespa,Buy-and-Hold,0.051922,-0.476713,0.108916,0.337729,1,True
52-Week High Drawdown Dip Buyer,Brazil,Ibovespa,Gross,0.058583,-0.44055,0.132978,0.396942,12,True
52-Week High Drawdown Dip Buyer,Brazil,Ibovespa,Net-Discount,0.058245,-0.441309,0.131981,0.394694,12,True
52-Week High Drawdown Dip Buyer,Brazil,Ibovespa,Net-Full-Service,0.05271,-0.451236,0.116813,0.360066,12,True
52-Week High Drawdown Dip Buyer,Brazil,Ibovespa,Net-Tax,0.058583,-0.44055,0.132978,0.396942,12,True
52-Week High Drawdown Dip Buyer,Canada,S&P/TSX Composite,Buy-and-Hold,0.052466,-0.374265,0.140183,0.422731,1,True
52-Week High Drawdown Dip Buyer,Canada,S&P/TSX Composite,Gross,0.036493,-0.25238,0.144594,0.387806,7,True
52-Week High Drawdown Dip Buyer,Canada,S&P/TSX Composite,Net-Discount,0.031561,-0.270384,0.116728,0.334464,7,True
52-Week High Drawdown Dip Buyer,Canada,S&P/TSX Composite,Net-Full-Service,0.028422,-0.285471,0.099563,0.300579,7,True
52-Week High Drawdown Dip Buyer,Canada,S&P/TSX Composite,Net-Tax,0.031591,-0.270229,0.116906,0.334806,7,True
52-Week High Drawdown Dip Buyer,China,Shanghai Composite,Buy-and-Hold,0.022187,-0.523355,0.042394,0.214718,1,True
52-Week High Drawdown Dip Buyer,China,Shanghai Composite,Gross,0.012646,-0.459938,0.027495,0.161912,8,True
52-Week High Drawdown Dip Buyer,China,Shanghai Composite,Net-Discount,0.011675,-0.464357,0.025142,0.155655,8,True
52-Week High Drawdown Dip Buyer,China,Shanghai Composite,Net-Full-Service,0.011509,-0.464535,0.024775,0.154595,8,True
52-Week High Drawdown Dip Buyer,China,Shanghai Composite,Net-Tax,0.012646,-0.459938,0.027495,0.161912,8,True
52-Week High Drawdown Dip Buyer,China,Shenzhen Component,Buy-and-Hold,0.004478,-0.60881,0.007355,0.142408,1,True
52-Week High Drawdown Dip Buyer,China,Shenzhen Component,Gross,-0.007762,-0.620886,-0.012502,0.069383,8,True
52-Week High Drawdown Dip Buyer,China,Shenzhen Component,Net-Discount,-0.008802,-0.624983,-0.014083,0.065593,8,True
52-Week High Drawdown Dip Buyer,China,Shenzhen Component,Net-Full-Service,-0.008999,-0.625147,-0.014395,0.064683,8,True
52-Week High Drawdown Dip Buyer,China,Shenzhen Component,Net-Tax,-0.007762,-0.620886,-0.012502,0.069383,8,True
52-Week High Drawdown Dip Buyer,France,CAC 40,Buy-and-Hold,0.038251,-0.385589,0.099202,0.287655,1,True
52-Week High Drawdown Dip Buyer,France,CAC 40,Gross,0.07687,-0.312916,0.245658,0.588567,11,True
52-Week High Drawdown Dip Buyer,France,CAC 40,Net-Discount,0.054985,-0.39609,0.13882,0.385308,11,True
52-Week High Drawdown Dip Buyer,France,CAC 40,Net-Full-Service,0.048496,-0.429553,0.112899,0.339946,11,True
52-Week High Drawdown Dip Buyer,France,CAC 40,Net-Tax,0.058184,-0.381232,0.15262,0.408678,11,True
52-Week High Drawdown Dip Buyer,Germany,DAX 40,Buy-and-Hold,0.072255,-0.387805,0.186318,0.447245,1,True
52-Week High Drawdown Dip Buyer,Germany,DAX 40,Gross,0.053788,-0.332258,0.161886,0.434731,8,True
52-Week High Drawdown Dip Buyer,Germany,DAX 40,Net-Discount,0.043152,-0.358015,0.120532,0.348616,8,True
52-Week High Drawdown Dip Buyer,Germany,DAX 40,Net-Full-Service,0.042816,-0.36049,0.118771,0.345858,8,True
52-Week High Drawdown Dip Buyer,Germany,DAX 40,Net-Tax,0.043171,-0.357828,0.120647,0.348792,8,True
52-Week High Drawdown Dip Buyer,Germany,MDAX,Buy-and-Hold,0.062381,-0.399299,0.156225,0.409792,1,True
52-Week High Drawdown Dip Buyer,Germany,MDAX,Gross,0.055715,-0.359792,0.154854,0.458325,10,True
52-Week High Drawdown Dip Buyer,Germany,MDAX,Net-Discount,0.041772,-0.414656,0.100739,0.333287,10,True
52-Week High Drawdown Dip Buyer,Germany,MDAX,Net-Full-Service,0.041348,-0.416361,0.099307,0.329979,10,True
52-Week High Drawdown Dip Buyer,Germany,MDAX,Net-Tax,0.0418,-0.414515,0.10084,0.333523,10,True
52-Week High Drawdown Dip Buyer,Germany,TecDAX,Buy-and-Hold,0.084311,-0.346007,0.243668,0.497103,1,True
52-Week High Drawdown Dip Buyer,Germany,TecDAX,Gross,0.094912,-0.28688,0.330841,0.711072,16,True
52-Week High Drawdown Dip Buyer,Germany,TecDAX,Net-Discount,0.07821,-0.352137,0.222102,0.531785,16,True
52-Week High Drawdown Dip Buyer,Germany,TecDAX,Net-Full-Service,0.077788,-0.354114,0.219669,0.527686,16,True
52-Week High Drawdown Dip Buyer,Germany,TecDAX,Net-Tax,0.078235,-0.352012,0.222251,0.532072,16,True
52-Week High Drawdown Dip Buyer,India,BSE Sensex,Buy-and-Hold,0.094757,-0.380932,0.248751,0.643743,1,True
52-Week High Drawdown Dip Buyer,India,BSE Sensex,Gross,0.070213,-0.296858,0.236521,0.663376,11,True
52-Week High Drawdown Dip Buyer,India,BSE Sensex,Net-Discount,0.067623,-0.310497,0.217788,0.620618,11,True
52-Week High Drawdown Dip Buyer,India,BSE Sensex,Net-Full-Service,0.063374,-0.328546,0.192891,0.566457,11,True
52-Week High Drawdown Dip Buyer,India,BSE Sensex,Net-Tax,0.068787,-0.305526,0.225141,0.636189,11,True
52-Week High Drawdown Dip Buyer,India,Nifty 50,Buy-and-Hold,0.096294,-0.384636,0.250352,0.652216,1,True
52-Week High Drawdown Dip Buyer,India,Nifty 50,Gross,0.07219,-0.291546,0.24761,0.664623,11,True
52-Week High Drawdown Dip Buyer,India,Nifty 50,Net-Discount,0.069515,-0.30584,0.227293,0.621312,11,True
52-Week High Drawdown Dip Buyer,India,Nifty 50,Net-Full-Service,0.065281,-0.326675,0.199834,0.568679,11,True
52-Week High Drawdown Dip Buyer,India,Nifty 50,Net-Tax,0.070672,-0.300678,0.235042,0.636369,11,True
52-Week High Drawdown Dip Buyer,India,Nifty Bank,Buy-and-Hold,0.10794,-0.478773,0.225452,0.572157,1,True
52-Week High Drawdown Dip Buyer,India,Nifty Bank,Gross,0.096367,-0.430965,0.223607,0.603972,13,True
52-Week High Drawdown Dip Buyer,India,Nifty Bank,Net-Discount,0.09314,-0.459173,0.202842,0.561891,13,True
52-Week High Drawdown Dip Buyer,India,Nifty Bank,Net-Full-Service,0.08856,-0.488884,0.181146,0.523294,13,True
52-Week High Drawdown Dip Buyer,India,Nifty Bank,Net-Tax,0.094354,-0.451239,0.209099,0.572768,13,True
52-Week High Drawdown Dip Buyer,Indonesia,Jakarta Composite Index,Buy-and-Hold,0.057646,-0.412062,0.139896,0.436297,1,True
52-Week High Drawdown Dip Buyer,Indonesia,Jakarta Composite Index,Gross,0.046235,-0.343685,0.134528,0.44473,9,True
52-Week High Drawdown Dip Buyer,Indonesia,Jakarta Composite Index,Net-Discount,0.043364,-0.353897,0.122532,0.413477,9,True
52-Week High Drawdown Dip Buyer,Indonesia,Jakarta Composite Index,Net-Full-Service,0.042734,-0.356164,0.119983,0.406782,9,True
52-Week High Drawdown Dip Buyer,Indonesia,Jakarta Composite Index,Net-Tax,0.046235,-0.343685,0.134528,0.44473,9,True
52-Week High Drawdown Dip Buyer,Italy,FTSE MIB,Buy-and-Hold,0.042996,-0.466626,0.092141,0.296917,1,True
52-Week High Drawdown Dip Buyer,Italy,FTSE MIB,Gross,0.05489,-0.404361,0.135744,0.388941,11,True
52-Week High Drawdown Dip Buyer,Italy,FTSE MIB,Net-Discount,0.042753,-0.452746,0.094431,0.310738,11,True
52-Week High Drawdown Dip Buyer,Italy,FTSE MIB,Net-Full-Service,0.039705,-0.471816,0.084154,0.293223,11,True
52-Week High Drawdown Dip Buyer,Italy,FTSE MIB,Net-Tax,0.043954,-0.44532,0.098702,0.31784,11,True
52-Week High Drawdown Dip Buyer,Japan,Nikkei 225,Buy-and-Hold,0.098063,-0.318137,0.308241,0.553056,1,True
52-Week High Drawdown Dip Buyer,Japan,Nikkei 225,Gross,0.081647,-0.252862,0.322893,0.564469,12,True
52-Week High Drawdown Dip Buyer,Japan,Nikkei 225,Net-Discount,0.071416,-0.271549,0.262996,0.474116,12,True
52-Week High Drawdown Dip Buyer,Japan,Nikkei 225,Net-Full-Service,0.051076,-0.342902,0.148953,0.332179,12,True
52-Week High Drawdown Dip Buyer,Japan,Nikkei 225,Net-Tax,0.072023,-0.269878,0.266873,0.479693,12,True
52-Week High Drawdown Dip Buyer,Mexico,IPC Mexico,Buy-and-Hold,0.031736,-0.363345,0.087344,0.278882,1,True
52-Week High Drawdown Dip Buyer,Mexico,IPC Mexico,Gross,0.052982,-0.19625,0.269972,0.524473,10,True
52-Week High Drawdown Dip Buyer,Mexico,IPC Mexico,Net-Discount,0.046063,-0.214036,0.215213,0.442909,10,True
52-Week High Drawdown Dip Buyer,Mexico,IPC Mexico,Net-Full-Service,0.042968,-0.226155,0.189992,0.407861,10,True
52-Week High Drawdown Dip Buyer,Mexico,IPC Mexico,Net-Tax,0.049036,-0.202563,0.242076,0.478221,10,True
52-Week High Drawdown Dip Buyer,South Korea,KOSDAQ,Buy-and-Hold,0.039449,-0.538887,0.073204,0.290485,1,True
52-Week High Drawdown Dip Buyer,South Korea,KOSDAQ,Gross,0.01955,-0.5247,0.03726,0.200713,10,True
52-Week High Drawdown Dip Buyer,South Korea,KOSDAQ,Net-Discount,0.01603,-0.53808,0.029792,0.181445,10,True
52-Week High Drawdown Dip Buyer,South Korea,KOSDAQ,Net-Full-Service,0.009294,-0.559939,0.016598,0.14891,10,True
