strategy,country,index,track,CAGR,MaxDD,Calmar,Sharpe,n_trades,qualified
52-Week High Drawdown Dip Buyer,South Korea,KOSDAQ,Net-Tax,0.01955,-0.5247,0.03726,0.200713,10,True
52-Week High Drawdown Dip Buyer,South Korea,KOSPI,Buy-and-Hold,0.048562,-0.44008,0.110349,0.367513,1,True
52-Week High Drawdown Dip Buyer,South Korea,KOSPI,Gross,0.027285,-0.316425,0.086228,0.287507,8,True
52-Week High Drawdown Dip Buyer,South Korea,KOSPI,Net-Discount,0.024847,-0.331799,0.074886,0.263489,8,True
52-Week High Drawdown Dip Buyer,South Korea,KOSPI,Net-Full-Service,0.020152,-0.358246,0.056251,0.221109,8,True
52-Week High Drawdown Dip Buyer,South Korea,KOSPI,Net-Tax,0.027285,-0.316425,0.086228,0.287507,8,True
52-Week High Drawdown Dip Buyer,Spain,IBEX 35,Buy-and-Hold,0.03156,-0.485345,0.065027,0.252355,1,True
52-Week High Drawdown Dip Buyer,Spain,IBEX 35,Gross,0.029699,-0.466401,0.063676,0.257981,11,True
52-Week High Drawdown Dip Buyer,Spain,IBEX 35,Net-Discount,0.019702,-0.502205,0.03923,0.197608,11,True
52-Week High Drawdown Dip Buyer,Spain,IBEX 35,Net-Full-Service,0.014621,-0.530359,0.027569,0.17118,11,True
52-Week High Drawdown Dip Buyer,Spain,IBEX 35,Net-Tax,0.02066,-0.502079,0.04115,0.202783,11,True
52-Week High Drawdown Dip Buyer,United Kingdom,FTSE 100,Buy-and-Hold,0.027097,-0.367451,0.073744,0.249547,1,True
52-Week High Drawdown Dip Buyer,United Kingdom,FTSE 100,Gross,0.048373,-0.267284,0.180979,0.506499,9,True
52-Week High Drawdown Dip Buyer,United Kingdom,FTSE 100,Net-Discount,0.041215,-0.291363,0.141455,0.421172,9,True
52-Week High Drawdown Dip Buyer,United Kingdom,FTSE 100,Net-Full-Service,0.035736,-0.317523,0.112548,0.357555,9,True
52-Week High Drawdown Dip Buyer,United Kingdom,FTSE 100,Net-Tax,0.04604,-0.268878,0.171229,0.482566,9,True
52-Week High Drawdown Dip Buyer,United Kingdom,FTSE 250,Buy-and-Hold,0.036043,-0.420804,0.085652,0.298942,1,True
52-Week High Drawdown Dip Buyer,United Kingdom,FTSE 250,Gross,0.03498,-0.351495,0.099519,0.335503,8,True
52-Week High Drawdown Dip Buyer,United Kingdom,FTSE 250,Net-Discount,0.028418,-0.376994,0.075379,0.276457,8,True
52-Week High Drawdown Dip Buyer,United Kingdom,FTSE 250,Net-Full-Service,0.022781,-0.404483,0.056321,0.229594,8,True
52-Week High Drawdown Dip Buyer,United Kingdom,FTSE 250,Net-Tax,0.033371,-0.352988,0.094538,0.322147,8,True
52-Week High Drawdown Dip Buyer,United States,Dow Jones Industrial Average,Buy-and-Hold,0.090645,-0.370878,0.244406,0.599296,1,True
52-Week High Drawdown Dip Buyer,United States,Dow Jones Industrial Average,Gross,0.048393,-0.313719,0.154254,0.455694,7,True
52-Week High Drawdown Dip Buyer,United States,Dow Jones Industrial Average,Net-Discount,0.039498,-0.331708,0.119075,0.365307,7,True
52-Week High Drawdown Dip Buyer,United States,Dow Jones Industrial Average,Net-Full-Service,0.038143,-0.336035,0.113507,0.351538,7,True
52-Week High Drawdown Dip Buyer,United States,Dow Jones Industrial Average,Net-Tax,0.039528,-0.331573,0.119215,0.365644,7,True
52-Week High Drawdown Dip Buyer,United States,Nasdaq Composite,Buy-and-Hold,0.144335,-0.363959,0.396568,0.752144,1,True
52-Week High Drawdown Dip Buyer,United States,Nasdaq Composite,Gross,0.074409,-0.301399,0.24688,0.558264,13,True
52-Week High Drawdown Dip Buyer,United States,Nasdaq Composite,Net-Discount,0.060483,-0.353992,0.170861,0.426596,13,True
52-Week High Drawdown Dip Buyer,United States,Nasdaq Composite,Net-Full-Service,0.058579,-0.364055,0.160908,0.409971,13,True
52-Week High Drawdown Dip Buyer,United States,Nasdaq Composite,Net-Tax,0.060538,-0.353694,0.171159,0.427123,13,True
52-Week High Drawdown Dip Buyer,United States,S&P 500,Buy-and-Hold,0.109658,-0.339263,0.323223,0.681481,1,True
52-Week High Drawdown Dip Buyer,United States,S&P 500,Gross,0.04316,-0.285203,0.151331,0.407492,8,True
52-Week High Drawdown Dip Buyer,United States,S&P 500,Net-Discount,0.034432,-0.306319,0.112407,0.319573,8,True
52-Week High Drawdown Dip Buyer,United States,S&P 500,Net-Full-Service,0.032775,-0.311105,0.105351,0.304339,8,True
52-Week High Drawdown Dip Buyer,United States,S&P 500,Net-Tax,0.034475,-0.306152,0.112606,0.319993,8,True
Bollinger Bands Breakout,Australia,ASX 200,Buy-and-Hold,0.036563,-0.365332,0.100083,0.315013,1,True
Bollinger Bands Breakout,Australia,ASX 200,Gross,0.001767,-0.139561,0.012664,0.059563,66,True
Bollinger Bands Breakout,Australia,ASX 200,Net-Discount,-0.012768,-0.240972,-0.052985,-0.174934,66,True
Bollinger Bands Breakout,Australia,ASX 200,Net-Full-Service,-0.074799,-0.693327,-0.107884,-0.734047,66,True
Bollinger Bands Breakout,Australia,ASX 200,Net-Tax,-0.01186,-0.234851,-0.0505,-0.161958,66,True
Bollinger Bands Breakout,Australia,All Ordinaries,Buy-and-Hold,0.03732,-0.370947,0.100606,0.322703,1,True
Bollinger Bands Breakout,Australia,All Ordinaries,Gross,0.005222,-0.135208,0.038621,0.126869,65,True
Bollinger Bands Breakout,Australia,All Ordinaries,Net-Discount,-0.009093,-0.233162,-0.038999,-0.125439,65,True
Bollinger Bands Breakout,Australia,All Ordinaries,Net-Full-Service,-0.068439,-0.65942,-0.103787,-0.705219,65,True
Bollinger Bands Breakout,Australia,All Ordinaries,Net-Tax,-0.008247,-0.227399,-0.036268,-0.11229,65,True
Bollinger Bands Breakout,Brazil,Ibovespa,Buy-and-Hold,0.051922,-0.476713,0.108916,0.337729,1,True
Bollinger Bands Breakout,Brazil,Ibovespa,Gross,0.027465,-0.33226,0.082662,0.323672,57,True
Bollinger Bands Breakout,Brazil,Ibovespa,Net-Discount,0.025601,-0.345176,0.074167,0.302055,57,True
Bollinger Bands Breakout,Brazil,Ibovespa,Net-Full-Service,-0.009853,-0.508283,-0.019384,-0.006609,57,True
Bollinger Bands Breakout,Brazil,Ibovespa,Net-Tax,0.027465,-0.33226,0.082662,0.323672,57,True
Bollinger Bands Breakout,Canada,S&P/TSX Composite,Buy-and-Hold,0.052466,-0.374265,0.140183,0.422731,1,True
Bollinger Bands Breakout,Canada,S&P/TSX Composite,Gross,0.005507,-0.124873,0.044102,0.144283,60,True
Bollinger Bands Breakout,Canada,S&P/TSX Composite,Net-Discount,9e-05,-0.145478,0.00062,0.025635,60,True
Bollinger Bands Breakout,Canada,S&P/TSX Composite,Net-Full-Service,-0.040086,-0.519319,-0.077189,-0.544515,60,True
Bollinger Bands Breakout,Canada,S&P/TSX Composite,Net-Tax,0.000485,-0.143278,0.003385,0.033962,60,True
Bollinger Bands Breakout,China,Shanghai Composite,Buy-and-Hold,0.022187,-0.523355,0.042394,0.214718,1,True
Bollinger Bands Breakout,China,Shanghai Composite,Gross,0.044349,-0.172577,0.25698,0.495882,58,True
Bollinger Bands Breakout,China,Shanghai Composite,Net-Discount,0.036734,-0.205887,0.178418,0.404808,58,True
Bollinger Bands Breakout,China,Shanghai Composite,Net-Full-Service,0.035636,-0.207423,0.171802,0.393714,58,True
Bollinger Bands Breakout,China,Shanghai Composite,Net-Tax,0.044349,-0.172577,0.25698,0.495882,58,True
Bollinger Bands Breakout,China,Shenzhen Component,Buy-and-Hold,0.004478,-0.60881,0.007355,0.142408,1,True
Bollinger Bands Breakout,China,Shenzhen Component,Gross,0.067812,-0.208997,0.324465,0.610038,49,True
Bollinger Bands Breakout,China,Shenzhen Component,Net-Discount,0.062391,-0.238041,0.262102,0.546481,49,True
Bollinger Bands Breakout,China,Shenzhen Component,Net-Full-Service,0.061697,-0.239267,0.257859,0.540111,49,True
Bollinger Bands Breakout,China,Shenzhen Component,Net-Tax,0.067812,-0.208997,0.324465,0.610038,49,True
Bollinger Bands Breakout,France,CAC 40,Buy-and-Hold,0.038251,-0.385589,0.099202,0.287655,1,True
Bollinger Bands Breakout,France,CAC 40,Gross,0.014234,-0.132406,0.107504,0.232172,53,True
Bollinger Bands Breakout,France,CAC 40,Net-Discount,-0.028996,-0.360766,-0.080373,-0.253962,53,True
Bollinger Bands Breakout,France,CAC 40,Net-Full-Service,-0.152924,-0.917019,-0.166762,-0.632815,53,True
Bollinger Bands Breakout,France,CAC 40,Net-Tax,-0.005165,-0.186236,-0.027736,-0.020053,53,True
Bollinger Bands Breakout,Germany,DAX 40,Buy-and-Hold,0.072255,-0.387805,0.186318,0.447245,1,True
Bollinger Bands Breakout,Germany,DAX 40,Gross,0.018005,-0.151923,0.118513,0.269273,61,True
Bollinger Bands Breakout,Germany,DAX 40,Net-Discount,0.004678,-0.234138,0.01998,0.097226,61,True
Bollinger Bands Breakout,Germany,DAX 40,Net-Full-Service,0.000278,-0.266615,0.001044,0.046746,61,True
Bollinger Bands Breakout,Germany,DAX 40,Net-Tax,0.004977,-0.231685,0.021482,0.100791,61,True
Bollinger Bands Breakout,Germany,MDAX,Buy-and-Hold,0.062381,-0.399299,0.156225,0.409792,1,True
Bollinger Bands Breakout,Germany,MDAX,Gross,0.028409,-0.145795,0.194853,0.408876,57,True
Bollinger Bands Breakout,Germany,MDAX,Net-Discount,0.014354,-0.223206,0.064306,0.206959,57,True
Bollinger Bands Breakout,Germany,MDAX,Net-Full-Service,0.010771,-0.246615,0.043674,0.16372,57,True
Bollinger Bands Breakout,Germany,MDAX,Net-Tax,0.01459,-0.221185,0.065961,0.209963,57,True
Bollinger Bands Breakout,Germany,TecDAX,Buy-and-Hold,0.084311,-0.346007,0.243668,0.497103,1,True
Bollinger Bands Breakout,Germany,TecDAX,Gross,0.003374,-0.211728,0.015937,0.082176,62,True
Bollinger Bands Breakout,Germany,TecDAX,Net-Discount,-0.010468,-0.225691,-0.046384,-0.082551,62,True
Bollinger Bands Breakout,Germany,TecDAX,Net-Full-Service,-0.016052,-0.250611,-0.064052,-0.139271,62,True
Bollinger Bands Breakout,Germany,TecDAX,Net-Tax,-0.010097,-0.223391,-0.045199,-0.078737,62,True
Bollinger Bands Breakout,India,BSE Sensex,Buy-and-Hold,0.094757,-0.380932,0.248751,0.643743,1,True
Bollinger Bands Breakout,India,BSE Sensex,Gross,0.03045,-0.279662,0.108883,0.487022,56,True
Bollinger Bands Breakout,India,BSE Sensex,Net-Discount,0.017597,-0.33382,0.052713,0.276397,56,True
Bollinger Bands Breakout,India,BSE Sensex,Net-Full-Service,-0.028442,-0.553962,-0.051343,-0.250052,56,True
Bollinger Bands Breakout,India,BSE Sensex,Net-Tax,0.026917,-0.290159,0.092766,0.420643,56,True
Bollinger Bands Breakout,India,Nifty 50,Buy-and-Hold,0.096294,-0.384636,0.250352,0.652216,1,True
Bollinger Bands Breakout,India,Nifty 50,Gross,0.031105,-0.238153,0.13061,0.495272,55,True
Bollinger Bands Breakout,India,Nifty 50,Net-Discount,0.018852,-0.285656,0.065994,0.292212,55,True
Bollinger Bands Breakout,India,Nifty 50,Net-Full-Service,-0.022356,-0.477126,-0.046855,-0.184116,55,True
Bollinger Bands Breakout,India,Nifty 50,Net-Tax,0.027562,-0.247641,0.111297,0.428234,55,True
Bollinger Bands Breakout,India,Nifty Bank,Buy-and-Hold,0.10794,-0.478773,0.225452,0.572157,1,True
Bollinger Bands Breakout,India,Nifty Bank,Gross,0.041258,-0.252193,0.163596,0.446328,64,True
Bollinger Bands Breakout,India,Nifty Bank,Net-Discount,0.022886,-0.305397,0.074939,0.249559,64,True
Bollinger Bands Breakout,India,Nifty Bank,Net-Full-Service,-0.036758,-0.667702,-0.055052,-0.12502,64,True
Bollinger Bands Breakout,India,Nifty Bank,Net-Tax,0.033684,-0.27143,0.124099,0.351875,64,True
Bollinger Bands Breakout,Indonesia,Jakarta Composite Index,Buy-and-Hold,0.057646,-0.412062,0.139896,0.436297,1,True
Bollinger Bands Breakout,Indonesia,Jakarta Composite Index,Gross,0.000505,-0.234163,0.002158,0.044209,68,True
Bollinger Bands Breakout,Indonesia,Jakarta Composite Index,Net-Discount,-0.032026,-0.465719,-0.068766,-0.301338,68,True
Bollinger Bands Breakout,Indonesia,Jakarta Composite Index,Net-Full-Service,-0.041522,-0.523133,-0.079371,-0.368203,68,True
Bollinger Bands Breakout,Indonesia,Jakarta Composite Index,Net-Tax,0.000505,-0.234163,0.002158,0.044209,68,True
Bollinger Bands Breakout,Italy,FTSE MIB,Buy-and-Hold,0.042996,-0.466626,0.092141,0.296917,1,True
Bollinger Bands Breakout,Italy,FTSE MIB,Gross,-0.000383,-0.301409,-0.001272,0.038111,61,True
Bollinger Bands Breakout,Italy,FTSE MIB,Net-Discount,-0.029651,-0.411893,-0.071988,-0.247498,61,True
Bollinger Bands Breakout,Italy,FTSE MIB,Net-Full-Service,-0.064251,-0.661747,-0.097093,-0.471106,61,True
Bollinger Bands Breakout,Italy,FTSE MIB,Net-Tax,-0.019504,-0.326676,-0.059704,-0.158052,61,True
Bollinger Bands Breakout,Japan,Nikkei 225,Buy-and-Hold,0.098063,-0.318137,0.308241,0.553056,1,True
Bollinger Bands Breakout,Japan,Nikkei 225,Gross,0.034412,-0.20958,0.164197,0.422316,62,True
Bollinger Bands Breakout,Japan,Nikkei 225,Net-Discount,0.016583,-0.28197,0.058811,0.211133,62,True
Bollinger Bands Breakout,Japan,Nikkei 225,Net-Full-Service,0.0,-1.0,0.0,0.0,62,True
Bollinger Bands Breakout,Japan,Nikkei 225,Net-Tax,0.022459,-0.236857,0.094821,0.276572,62,True
Bollinger Bands Breakout,Mexico,IPC Mexico,Buy-and-Hold,0.031736,-0.363345,0.087344,0.278882,1,True
Bollinger Bands Breakout,Mexico,IPC Mexico,Gross,-0.000198,-0.185145,-0.001069,0.032365,68,True
Bollinger Bands Breakout,Mexico,IPC Mexico,Net-Discount,-0.038721,-0.455026,-0.085097,-0.362984,68,True
Bollinger Bands Breakout,Mexico,IPC Mexico,Net-Full-Service,-0.112548,-0.833004,-0.135111,-0.59124,68,True
Bollinger Bands Breakout,Mexico,IPC Mexico,Net-Tax,-0.004155,-0.198731,-0.020909,-0.021991,68,True
Bollinger Bands Breakout,South Korea,KOSDAQ,Buy-and-Hold,0.039449,-0.538887,0.073204,0.290485,1,True
Bollinger Bands Breakout,South Korea,KOSDAQ,Gross,0.025108,-0.147102,0.170682,0.358693,40,True
Bollinger Bands Breakout,South Korea,KOSDAQ,Net-Discount,0.010616,-0.230923,0.04597,0.166094,40,True
Bollinger Bands Breakout,South Korea,KOSDAQ,Net-Full-Service,-0.027296,-0.470982,-0.057956,-0.183356,40,True
Bollinger Bands Breakout,South Korea,KOSDAQ,Net-Tax,0.025108,-0.147102,0.170682,0.358693,40,True
Bollinger Bands Breakout,South Korea,KOSPI,Buy-and-Hold,0.048562,-0.44008,0.110349,0.367513,1,True
Bollinger Bands Breakout,South Korea,KOSPI,Gross,0.043497,-0.136584,0.318463,0.642963,53,True
Bollinger Bands Breakout,South Korea,KOSPI,Net-Discount,0.030033,-0.282929,0.106152,0.39018,53,True
Bollinger Bands Breakout,South Korea,KOSPI,Net-Full-Service,-0.002138,-0.619061,-0.003454,0.060654,53,True
Bollinger Bands Breakout,South Korea,KOSPI,Net-Tax,0.043497,-0.136584,0.318463,0.642963,53,True
Bollinger Bands Breakout,Spain,IBEX 35,Buy-and-Hold,0.03156,-0.485345,0.065027,0.252355,1,True
Bollinger Bands Breakout,Spain,IBEX 35,Gross,-0.004556,-0.232312,-0.019611,-0.023023,61,True
Bollinger Bands Breakout,Spain,IBEX 35,Net-Discount,-0.023153,-0.320996,-0.072127,-0.24095,61,True
Bollinger Bands Breakout,Spain,IBEX 35,Net-Full-Service,-0.069602,-0.675937,-0.102972,-0.549709,61,True
Bollinger Bands Breakout,Spain,IBEX 35,Net-Tax,-0.015697,-0.285773,-0.054927,-0.155283,61,True
Bollinger Bands Breakout,United Kingdom,FTSE 100,Buy-and-Hold,0.027097,-0.367451,0.073744,0.249547,1,True
Bollinger Bands Breakout,United Kingdom,FTSE 100,Gross,-0.013996,-0.267802,-0.052261,-0.260483,57,True
Bollinger Bands Breakout,United Kingdom,FTSE 100,Net-Discount,-0.076777,-0.703855,-0.109081,-0.916397,57,True
Bollinger Bands Breakout,United Kingdom,FTSE 100,Net-Full-Service,0.0,-1.0,0.0,0.0,57,True
Bollinger Bands Breakout,United Kingdom,FTSE 100,Net-Tax,-0.013996,-0.267802,-0.052261,-0.260483,57,True
Bollinger Bands Breakout,United Kingdom,FTSE 250,Buy-and-Hold,0.036043,-0.420804,0.085652,0.298942,1,True
Bollinger Bands Breakout,United Kingdom,FTSE 250,Gross,0.000888,-0.163605,0.005428,0.044526,65,True
Bollinger Bands Breakout,United Kingdom,FTSE 250,Net-Discount,-0.078382,-0.733683,-0.106834,-0.753059,65,True
Bollinger Bands Breakout,United Kingdom,FTSE 250,Net-Full-Service,0.0,-1.0,0.0,0.0,65,True
Bollinger Bands Breakout,United Kingdom,FTSE 250,Net-Tax,0.000888,-0.163605,0.005428,0.044526,65,True
Bollinger Bands Breakout,United States,Dow Jones Industrial Average,Buy-and-Hold,0.090645,-0.370878,0.244406,0.599296,1,True
Bollinger Bands Breakout,United States,Dow Jones Industrial Average,Gross,0.018713,-0.136268,0.137327,0.346468,62,True
Bollinger Bands Breakout,United States,Dow Jones Industrial Average,Net-Discount,0.008458,-0.167543,0.050484,0.162646,62,True
Bollinger Bands Breakout,United States,Dow Jones Industrial Average,Net-Full-Service,-0.012356,-0.245936,-0.05024,-0.115881,62,True
Bollinger Bands Breakout,United States,Dow Jones Industrial Average,Net-Tax,0.008941,-0.165639,0.05398,0.170661,62,True
Bollinger Bands Breakout,United States,Nasdaq Composite,Buy-and-Hold,0.144335,-0.363959,0.396568,0.752144,1,True
Bollinger Bands Breakout,United States,Nasdaq Composite,Gross,0.012115,-0.203499,0.059536,0.191986,63,True
Bollinger Bands Breakout,United States,Nasdaq Composite,Net-Discount,-0.000416,-0.243102,-0.001711,0.039558,63,True
Bollinger Bands Breakout,United States,Nasdaq Composite,Net-Full-Service,-0.024931,-0.392045,-0.063593,-0.168359,63,True
Bollinger Bands Breakout,United States,Nasdaq Composite,Net-Tax,0.000164,-0.237843,0.000692,0.045849,63,True
Bollinger Bands Breakout,United States,S&P 500,Buy-and-Hold,0.109658,-0.339263,0.323223,0.681481,1,True
Bollinger Bands Breakout,United States,S&P 500,Gross,0.009798,-0.113785,0.086107,0.199249,56,True
Bollinger Bands Breakout,United States,S&P 500,Net-Discount,0.00117,-0.141739,0.008253,0.04998,56,True
Bollinger Bands Breakout,United States,S&P 500,Net-Full-Service,-0.019683,-0.311074,-0.063276,-0.226429,56,True
Bollinger Bands Breakout,United States,S&P 500,Net-Tax,0.001625,-0.140534,0.01156,0.057327,56,True
Seasonal Halloween Rule (Nov-Apr),Australia,ASX 200,Buy-and-Hold,0.036563,-0.365332,0.100083,0.315013,1,True
Seasonal Halloween Rule (Nov-Apr),Australia,ASX 200,Gross,0.038771,-0.365305,0.106134,0.403634,16,True
Seasonal Halloween Rule (Nov-Apr),Australia,ASX 200,Net-Discount,0.022056,-0.416239,0.052989,0.234085,16,True
Seasonal Halloween Rule (Nov-Apr),Australia,ASX 200,Net-Full-Service,0.012952,-0.44263,0.029261,0.162527,16,True
Seasonal Halloween Rule (Nov-Apr),Australia,ASX 200,Net-Tax,0.022195,-0.415687,0.053394,0.235308,16,True
Seasonal Halloween Rule (Nov-Apr),Australia,All Ordinaries,Buy-and-Hold,0.03732,-0.370947,0.100606,0.322703,1,True
Seasonal Halloween Rule (Nov-Apr),Australia,All Ordinaries,Gross,0.036886,-0.37092,0.099446,0.390925,16,True
Seasonal Halloween Rule (Nov-Apr),Australia,All Ordinaries,Net-Discount,0.020491,-0.42054,0.048726,0.223843,16,True
Seasonal Halloween Rule (Nov-Apr),Australia,All Ordinaries,Net-Full-Service,0.011406,-0.447361,0.025497,0.151762,16,True
Seasonal Halloween Rule (Nov-Apr),Australia,All Ordinaries,Net-Tax,0.020633,-0.419967,0.04913,0.225102,16,True
Seasonal Halloween Rule (Nov-Apr),Brazil,Ibovespa,Buy-and-Hold,0.051922,-0.476713,0.108916,0.337729,1,True
Seasonal Halloween Rule (Nov-Apr),Brazil,Ibovespa,Gross,0.025373,-0.468158,0.054198,0.233819,16,True
Seasonal Halloween Rule (Nov-Apr),Brazil,Ibovespa,Net-Discount,0.024376,-0.470321,0.051828,0.227836,16,True
Seasonal Halloween Rule (Nov-Apr),Brazil,Ibovespa,Net-Full-Service,0.014901,-0.502772,0.029637,0.175164,16,True
Seasonal Halloween Rule (Nov-Apr),Brazil,Ibovespa,Net-Tax,0.024964,-0.468158,0.053323,0.231435,16,True
Seasonal Halloween Rule (Nov-Apr),Canada,S&P/TSX Composite,Buy-and-Hold,0.052466,-0.374265,0.140183,0.422731,1,True
Seasonal Halloween Rule (Nov-Apr),Canada,S&P/TSX Composite,Gross,0.042128,-0.374251,0.112567,0.419061,16,True
Seasonal Halloween Rule (Nov-Apr),Canada,S&P/TSX Composite,Net-Discount,0.034877,-0.392457,0.088867,0.343592,16,True
Seasonal Halloween Rule (Nov-Apr),Canada,S&P/TSX Composite,Net-Full-Service,0.027665,-0.418678,0.066077,0.273937,16,True
Seasonal Halloween Rule (Nov-Apr),Canada,S&P/TSX Composite,Net-Tax,0.034942,-0.392194,0.089094,0.344288,16,True
Seasonal Halloween Rule (Nov-Apr),China,Shanghai Composite,Buy-and-Hold,0.022187,-0.523355,0.042394,0.214718,1,True
Seasonal Halloween Rule (Nov-Apr),China,Shanghai Composite,Gross,0.037783,-0.310152,0.121821,0.349251,16,True
Seasonal Halloween Rule (Nov-Apr),China,Shanghai Composite,Net-Discount,0.035604,-0.324872,0.109595,0.330587,16,True
Seasonal Halloween Rule (Nov-Apr),China,Shanghai Composite,Net-Full-Service,0.035296,-0.325466,0.108448,0.328238,16,True
Seasonal Halloween Rule (Nov-Apr),China,Shanghai Composite,Net-Tax,0.037783,-0.310152,0.121821,0.349251,16,True
Seasonal Halloween Rule (Nov-Apr),China,Shenzhen Component,Buy-and-Hold,0.004478,-0.60881,0.007355,0.142408,1,True
Seasonal Halloween Rule (Nov-Apr),China,Shenzhen Component,Gross,0.016866,-0.434606,0.038807,0.187501,16,True
Seasonal Halloween Rule (Nov-Apr),China,Shenzhen Component,Net-Discount,0.014355,-0.447605,0.032071,0.172655,16,True
Seasonal Halloween Rule (Nov-Apr),China,Shenzhen Component,Net-Full-Service,0.014034,-0.448504,0.03129,0.170781,16,True
Seasonal Halloween Rule (Nov-Apr),China,Shenzhen Component,Net-Tax,0.016866,-0.434606,0.038807,0.187501,16,True
Seasonal Halloween Rule (Nov-Apr),France,CAC 40,Buy-and-Hold,0.038251,-0.385589,0.099202,0.287655,1,True
Seasonal Halloween Rule (Nov-Apr),France,CAC 40,Gross,0.060863,-0.385585,0.157847,0.494316,16,True
Seasonal Halloween Rule (Nov-Apr),France,CAC 40,Net-Discount,0.029627,-0.520571,0.056913,0.247566,16,True
Seasonal Halloween Rule (Nov-Apr),France,CAC 40,Net-Full-Service,0.017172,-0.595496,0.028837,0.18731,16,True
Seasonal Halloween Rule (Nov-Apr),France,CAC 40,Net-Tax,0.035241,-0.487954,0.072223,0.279858,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,DAX 40,Buy-and-Hold,0.072255,-0.387805,0.186318,0.447245,1,True
Seasonal Halloween Rule (Nov-Apr),Germany,DAX 40,Gross,0.079558,-0.387794,0.205156,0.614225,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,DAX 40,Net-Discount,0.059741,-0.459631,0.129976,0.425296,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,DAX 40,Net-Full-Service,0.059206,-0.463958,0.12761,0.420657,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,DAX 40,Net-Tax,0.059775,-0.45922,0.130167,0.42564,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,MDAX,Buy-and-Hold,0.062381,-0.399299,0.156225,0.409792,1,True
Seasonal Halloween Rule (Nov-Apr),Germany,MDAX,Gross,0.073246,-0.389907,0.187855,0.593012,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,MDAX,Net-Discount,0.053596,-0.455212,0.117738,0.399417,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,MDAX,Net-Full-Service,0.053014,-0.457428,0.115897,0.394646,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,MDAX,Net-Tax,0.053633,-0.454994,0.117876,0.399757,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,TecDAX,Buy-and-Hold,0.084311,-0.346007,0.243668,0.497103,1,True
Seasonal Halloween Rule (Nov-Apr),Germany,TecDAX,Gross,0.089174,-0.331836,0.26873,0.670758,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,TecDAX,Net-Discount,0.068667,-0.391706,0.175302,0.468431,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,TecDAX,Net-Full-Service,0.068191,-0.393317,0.173373,0.464439,16,True
Seasonal Halloween Rule (Nov-Apr),Germany,TecDAX,Net-Tax,0.068697,-0.391548,0.17545,0.468728,16,True
Seasonal Halloween Rule (Nov-Apr),India,BSE Sensex,Buy-and-Hold,0.094757,-0.380932,0.248751,0.643743,1,True
Seasonal Halloween Rule (Nov-Apr),India,BSE Sensex,Gross,0.02103,-0.380701,0.055241,0.233936,16,True
Seasonal Halloween Rule (Nov-Apr),India,BSE Sensex,Net-Discount,0.017402,-0.396812,0.043855,0.201627,16,True
Seasonal Halloween Rule (Nov-Apr),India,BSE Sensex,Net-Full-Service,0.00982,-0.422708,0.023232,0.142344,16,True
Seasonal Halloween Rule (Nov-Apr),India,BSE Sensex,Net-Tax,0.019603,-0.38928,0.050358,0.220453,16,True
Seasonal Halloween Rule (Nov-Apr),India,Nifty 50,Buy-and-Hold,0.096294,-0.384636,0.250352,0.652216,1,True
Seasonal Halloween Rule (Nov-Apr),India,Nifty 50,Gross,0.023464,-0.384399,0.061041,0.254183,16,True
Seasonal Halloween Rule (Nov-Apr),India,Nifty 50,Net-Discount,0.019812,-0.401273,0.049373,0.220721,16,True
Seasonal Halloween Rule (Nov-Apr),India,Nifty 50,Net-Full-Service,0.012316,-0.427637,0.0288,0.160662,16,True
Seasonal Halloween Rule (Nov-Apr),India,Nifty 50,Net-Tax,0.02198,-0.393634,0.055838,0.239687,16,True
Seasonal Halloween Rule (Nov-Apr),India,Nifty Bank,Buy-and-Hold,0.10794,-0.478773,0.225452,0.572157,1,True
Seasonal Halloween Rule (Nov-Apr),India,Nifty Bank,Gross,0.03748,-0.478556,0.078318,0.309727,16,True
Seasonal Halloween Rule (Nov-Apr),India,Nifty Bank,Net-Discount,0.031781,-0.510959,0.0622,0.269292,16,True
Seasonal Halloween Rule (Nov-Apr),India,Nifty Bank,Net-Full-Service,0.024084,-0.540866,0.044529,0.224083,16,True
Seasonal Halloween Rule (Nov-Apr),India,Nifty Bank,Net-Tax,0.033924,-0.502588,0.067498,0.283061,16,True
Seasonal Halloween Rule (Nov-Apr),Indonesia,Jakarta Composite Index,Buy-and-Hold,0.057646,-0.412062,0.139896,0.436297,1,True
Seasonal Halloween Rule (Nov-Apr),Indonesia,Jakarta Composite Index,Gross,0.032468,-0.385359,0.084253,0.347516,16,True
Seasonal Halloween Rule (Nov-Apr),Indonesia,Jakarta Composite Index,Net-Discount,0.025774,-0.411084,0.062699,0.279344,16,True
Seasonal Halloween Rule (Nov-Apr),Indonesia,Jakarta Composite Index,Net-Full-Service,0.024258,-0.416834,0.058195,0.26479,16,True
