trade_id,entry_date,entry_price,exit_date,exit_price,shares,gross_pnl,gross_return_pct,holding_period_days,entry_fee,exit_fee,tax_paid,net_pnl
45,2021-03-09,14345.5098,2021-04-30,15204.3896,7.217,6198.53,0.0599,52,1.0,1.0,1423.6,4772.93
46,2022-01-05,16177.4404,2022-01-19,15639.4502,6.7829,-3649.13,-0.0333,14,1.0,1.0,0.0,-3651.13
47,2022-05-30,14572.7998,2022-06-10,14110.0303,7.2794,-3368.67,-0.0318,11,1.0,1.0,0.0,-3370.67
48,2022-10-27,13152.9902,2022-12-07,14304.9502,7.809,8995.69,0.0876,41,1.0,1.0,2161.35,6832.34
49,2023-01-10,14741.9697,2023-02-27,15351.6299,7.5775,4619.72,0.0414,48,1.0,1.0,954.7,3663.02
50,2023-03-07,15638.4404,2023-03-13,15435.1602,7.4386,-1512.11,-0.013,6,1.0,1.0,0.0,-1514.11
51,2023-05-19,16233.1104,2023-05-25,15872.46,7.0729,-2550.85,-0.0222,6,1.0,1.0,0.0,-2552.85
52,2023-11-15,15631.6699,2024-01-04,16563.6895,7.1819,6693.64,0.0596,50,1.0,1.0,1501.7,5189.94
53,2024-01-25,16849.7598,2024-04-10,18078.8906,7.0599,8677.59,0.0729,76,1.0,1.0,2024.96,6650.62
54,2024-05-08,18430.25,2024-05-30,18465.4707,6.9253,243.92,0.0019,22,1.0,1.0,0.0,241.92
55,2024-07-15,18736.1094,2024-07-19,18340.8496,6.8253,-2697.77,-0.0211,4,1.0,1.0,0.0,-2699.77
56,2024-09-27,19257.6797,2024-10-31,19096.6797,6.5004,-1046.56,-0.0084,34,1.0,1.0,0.0,-1048.56
57,2024-12-02,19586.1699,2024-12-20,19822.8691,6.3379,1500.18,0.0121,18,1.0,1.0,131.92,1366.26
58,2025-01-17,20732.0391,2025-03-05,22804.8105,6.06,12560.94,0.1,47,1.0,1.0,3049.2,9509.74
59,2025-03-07,23195.2207,2025-03-12,22525.7402,5.958,-3988.75,-0.0289,5,1.0,1.0,0.0,-3990.75
60,2025-07-10,24638.5801,2025-07-23,24246.8008,5.4471,-2134.04,-0.0159,13,1.0,1.0,0.0,-2136.04
61,2025-10-02,24293.8301,2025-10-20,24035.1895,5.4365,-1406.1,-0.0106,18,1.0,1.0,0.0,-1408.1
