trade_id,entry_date,entry_price,exit_date,exit_price,shares,gross_pnl,gross_return_pct,holding_period_days,entry_fee,exit_fee,tax_paid,net_pnl
36,2020-06-02,9880.8496,2020-08-04,10946.6504,12.5762,13403.71,0.1079,63,147.86,161.27,0.0,13094.58
37,2020-11-06,12156.6504,2021-01-27,14237.9502,11.3244,23569.54,0.1712,82,161.27,184.84,0.0,23223.43
38,2021-07-16,15958.3496,2021-07-20,15703.9502,10.1036,-2570.35,-0.0159,4,184.84,182.27,0.0,-2937.45
39,2021-08-04,16195.25,2021-10-04,17615.5508,9.7971,13914.82,0.0877,61,182.27,196.18,0.0,13536.37
40,2021-10-14,18272.8496,2021-10-29,17833.0508,9.4447,-4153.76,-0.0241,15,196.18,192.03,0.0,-4541.97
41,2022-01-05,17820.0996,2022-01-24,17575.1504,9.4515,-2315.15,-0.0137,19,192.03,189.71,0.0,-2696.89
42,2022-07-11,16136.1504,2022-08-30,17414.9492,10.2944,13164.49,0.0793,50,189.71,202.88,0.0,12771.9
43,2022-11-01,18130.6992,2022-12-13,18524.4004,9.888,3892.93,0.0217,42,202.88,206.77,0.0,3483.28
44,2023-04-12,17759.5508,2023-06-26,18682.3496,10.3139,9517.63,0.052,75,206.77,216.29,0.0,9094.57
45,2023-06-30,19076.8496,2023-08-03,19463.75,10.1006,3907.92,0.0203,34,216.29,220.2,0.0,3471.44
46,2023-09-08,19774.8008,2023-09-25,19678.1992,9.9417,-960.38,-0.0049,17,220.2,219.23,0.0,-1399.81
47,2023-12-05,20808.9004,2024-01-18,21414.1992,9.4015,5690.72,0.0291,44,219.23,224.93,0.0,5246.56
48,2024-05-24,22930.75,2024-06-05,22128.3496,8.7797,-7044.85,-0.035,12,224.93,217.88,0.0,-7487.66
49,2024-07-29,24943.3008,2024-08-06,24189.8496,7.7889,-5868.55,-0.0302,8,217.88,212.01,0.0,-6298.44
50,2024-09-23,25872.5508,2024-10-04,25181.9004,7.2823,-5029.54,-0.0267,11,212.01,206.98,0.0,-5448.53
51,2025-02-05,23801.75,2025-02-12,23050.8008,7.7046,-5785.75,-0.0316,7,206.98,201.2,0.0,-6193.93
52,2025-03-21,23168.25,2025-04-07,21758.4004,7.6655,-10807.24,-0.0609,17,201.2,190.39,0.0,-11198.83
53,2025-05-16,25064.6504,2025-06-04,24560.4492,6.6544,-3355.14,-0.0201,19,190.39,187.03,0.0,-3732.57
54,2025-06-27,25576.6504,2025-07-14,25149.5,6.39,-2729.49,-0.0167,17,187.03,184.31,0.0,-3100.83
55,2025-10-20,25824.5996,2025-11-07,25433.8008,6.2229,-2431.92,-0.0151,18,184.31,181.87,0.0,-2798.1
