trade_id,entry_date,entry_price,exit_date,exit_price,shares,gross_pnl,gross_return_pct,holding_period_days,entry_fee,exit_fee,tax_paid,net_pnl
30,2019-07-05,2984.25,2019-08-01,2980.3201,34.6923,-136.34,-0.0013,27,7.02,7.02,0.0,-150.38
31,2019-09-06,2980.3301,2019-09-25,2968.3501,34.6922,-415.61,-0.004,19,7.02,7.01,0.0,-429.64
32,2019-12-13,3166.6499,2020-01-28,3255.3501,32.5197,2884.51,0.028,46,2.06,2.12,692.28,2188.05
33,2020-05-28,3046.6101,2020-06-12,3071.04,34.7478,848.89,0.008,15,2.12,2.13,203.73,640.9
34,2020-08-07,3340.05,2020-09-08,3371.8799,31.9492,1016.94,0.0095,32,2.13,2.15,244.07,768.58
35,2020-10-13,3534.01,2020-10-27,3403.1499,30.4835,-3989.07,-0.037,14,2.15,2.07,0.0,-3993.3
36,2021-01-04,3764.6101,2021-01-28,3755.75,27.5566,-244.15,-0.0024,24,2.07,2.07,0.0,-248.3
37,2021-04-06,4075.5701,2021-05-12,4130.5498,25.3942,1396.17,0.0135,36,2.07,2.1,335.08,1056.92
38,2021-07-02,4326.6001,2021-07-20,4265.1099,24.2435,-1490.74,-0.0142,18,2.1,2.07,0.0,-1494.9
39,2021-08-31,4529.75,2021-09-13,4474.8101,22.8271,-1254.12,-0.0121,13,2.07,2.04,0.0,-1258.23
40,2021-10-20,4524.4199,2021-11-29,4628.75,22.5768,2355.44,0.0231,40,2.04,2.09,565.31,1786.0
41,2021-12-28,4795.4902,2022-01-06,4693.3901,21.7918,-2224.95,-0.0213,9,2.09,2.05,0.0,-2229.08
42,2022-07-21,3955.47,2022-08-23,4133.0898,25.8572,4592.76,0.0449,33,2.05,2.14,1102.26,3486.31
43,2022-10-26,3825.97,2022-11-04,3766.98,27.9329,-1647.76,-0.0154,9,2.14,2.1,0.0,-1652.0
44,2022-11-14,3977.97,2022-12-07,3933.28,26.4513,-1182.11,-0.0112,23,2.1,2.08,0.0,-1186.29
45,2023-01-17,3999.28,2023-02-21,4052.3501,26.0148,1380.61,0.0133,35,2.08,2.11,331.35,1045.07
46,2023-04-03,4102.2002,2023-04-26,4087.78,25.6987,-370.58,-0.0035,23,2.11,2.1,0.0,-374.79
47,2023-06-05,4282.9902,2023-08-03,4494.27,24.5274,5182.14,0.0493,59,2.1,2.2,1243.71,3934.12
48,2023-12-13,4646.2002,2024-01-05,4690.5698,23.7253,1052.68,0.0095,23,2.2,2.23,252.64,795.61
49,2024-01-22,4853.4199,2024-04-05,5158.9502,22.9293,7005.58,0.063,74,2.23,2.37,1681.34,5319.65
50,2024-06-13,5441.9302,2024-07-22,5544.54,21.7369,2230.42,0.0189,39,2.37,2.41,535.3,1690.35
51,2024-10-15,5866.7402,2024-11-01,5723.2202,20.5431,-2948.35,-0.0245,17,2.41,2.35,0.0,-2953.11
52,2024-11-07,5947.21,2024-12-19,5912.71,19.7694,-682.05,-0.0058,42,2.35,2.34,0.0,-686.73
53,2025-06-25,6104.23,2025-08-04,6271.71,19.1492,3207.1,0.0274,40,2.34,2.4,769.7,2432.66
54,2025-08-13,6462.6699,2025-08-22,6384.5898,18.5833,-1450.99,-0.0121,9,2.4,2.37,0.0,-1455.76
55,2025-09-12,6590.6602,2025-10-13,6622.5298,18.0023,573.73,0.0048,31,2.37,2.38,137.69,431.27
56,2025-10-28,6897.7402,2025-11-07,6696.1802,17.284,-3483.77,-0.0292,10,2.38,2.31,0.0,-3488.47
