date,open,high,low,close,volume
2011-01-04,4858.5,4875.7001953125,4836.2001953125,4849.5,1032423100
2011-01-05,4846.10009765625,4854.39990234375,4811.2001953125,4820.89990234375,1075484200
2011-01-06,4823.2001953125,4836.2998046875,4803.7001953125,4831.10009765625,938336800
2011-01-07,4824.39990234375,4825.39990234375,4798.89990234375,4812.0,1012783900
2011-01-10,4809.5,4820.7001953125,4794.60009765625,4818.7001953125,746296200
2011-01-11,4816.0,4818.0,4798.7998046875,4814.89990234375,1059187000
2011-01-12,4822.10009765625,4831.89990234375,4815.5,4831.89990234375,1120727700
2011-01-13,4843.0,4901.5,4842.7998046875,4901.5,1194404600
2011-01-14,4896.39990234375,4909.2998046875,4891.2998046875,4908.60009765625,881335600
2011-01-17,4909.7998046875,4913.5,4864.7998046875,4872.60009765625,849583800
2011-01-18,4872.0,4916.60009765625,4870.7998046875,4911.60009765625,1024114100
2011-01-19,4914.10009765625,4948.2998046875,4901.2001953125,4944.2001953125,1176352400
2011-01-20,4933.2001953125,4933.60009765625,4889.39990234375,4892.0,1195226300
2011-01-21,4886.39990234375,4901.10009765625,4847.10009765625,4860.89990234375,1339715500
2011-01-24,4860.7998046875,4893.39990234375,4857.2998046875,4888.10009765625,1065290700
2011-01-25,4891.10009765625,4925.0,4891.10009765625,4909.0,1092876800
2011-01-27,4912.89990234375,4916.0,4899.2001953125,4907.0,1197531800
2011-01-28,4904.7998046875,4905.0,4854.89990234375,4872.5,1176393500
2011-01-31,4857.60009765625,4857.60009765625,4816.10009765625,4850.0,990059600
2011-02-01,4854.2998046875,4864.39990234375,4849.7001953125,4852.0,1218983100
2011-02-02,4866.89990234375,4907.89990234375,4866.89990234375,4897.89990234375,1388297300
2011-02-03,4903.2998046875,4922.10009765625,4892.5,4919.2998046875,1158561200
2011-02-04,4924.2001953125,4965.60009765625,4923.5,4958.7998046875,1357542400
2011-02-07,4956.7001953125,4966.10009765625,4955.7998046875,4964.2998046875,969420800
2011-02-08,4971.0,4985.60009765625,4968.60009765625,4983.10009765625,1243248300
2011-02-09,4991.5,5020.7998046875,4990.89990234375,4995.10009765625,1437053100
2011-02-10,4992.60009765625,5002.60009765625,4992.5,5001.7001953125,1180706000
2011-02-11,4997.2001953125,4997.2001953125,4970.60009765625,4970.60009765625,1082816100
2011-02-14,4980.10009765625,5025.2001953125,4975.5,5023.39990234375,1097278400
2011-02-15,5023.89990234375,5026.7998046875,5008.39990234375,5019.39990234375,0
2011-02-16,5013.2001953125,5027.0,5007.5,5018.60009765625,1075033800
2011-02-17,5022.10009765625,5032.2001953125,5021.0,5026.0,1366372600
2011-02-18,5018.2001953125,5028.0,5015.2001953125,5026.10009765625,1108210800
2011-02-21,5014.7001953125,5015.5,4973.5,4990.89990234375,1196569900
2011-02-22,5002.89990234375,5006.39990234375,4945.2998046875,4947.2998046875,1148415700
2011-02-23,4939.7998046875,4943.2998046875,4921.2998046875,4935.60009765625,1382828600
2011-02-24,4929.7998046875,4930.39990234375,4896.7001953125,4901.10009765625,1305370200
2011-02-25,4896.2998046875,4933.39990234375,4889.89990234375,4924.89990234375,1254648100
